"riwayat_pendidikan_id","pegawai_id","pendidikan_id","nama_universitas","program_studi","tahun_lulus"
4930,2155,1,,,1991
4931,2155,4,Universitas Negeri Jakarta,Kesehatan Masyarakat,1995
4932,2156,1,,,1991
4933,2156,4,Institut Teknologi Bandung,Manajemen,1995
4934,2156,5,Universitas Airlangga,Administrasi Negara,1997
4935,2157,1,,,2007
4936,2157,4,Universitas Gadjah Mada,Ekonomi,2011
4937,2158,1,,,2012
4938,2158,4,Universitas Airlangga,Administrasi Publik,2016
4939,2159,1,,,2018
4940,2159,4,Universitas Brawijaya,Teknik Sipil,2022
4941,2160,1,,,2007
4942,2160,4,Universitas Padjadjaran,Ilmu Komputer,2011
4943,2160,5,Universitas Hasanuddin,Teknik Industri,2013
4944,2161,1,,,1982
4945,2161,4,Institut Teknologi Bandung,Teknik Industri,1986
4946,2162,1,,,2014
4947,2162,4,Universitas Sebelas Maret,Matematika,2018
4948,2163,1,,,2007
4949,2163,4,Universitas Negeri Yogyakarta,Manajemen,2011
4950,2164,1,,,2010
4951,2164,4,Universitas Negeri Yogyakarta,Ekonomi,2014
4952,2165,1,,,1988
4953,2165,4,Universitas Padjadjaran,Sistem Informasi,1992
4954,2166,1,,,1991
4955,2166,4,BINUS University,Administrasi Negara,1995
4956,2167,1,,,2005
4957,2167,2,BINUS University,Ekonomi,2008
4958,2168,1,,,2021
4959,2168,4,Universitas Indonesia,Teknik Sipil,2025
4960,2169,1,,,2013
4961,2169,4,Universitas Airlangga,Statistika,2017
4962,2169,5,Universitas Sriwijaya,Sistem Informasi,2019
4963,2170,1,,,2010
4964,2170,4,Universitas Airlangga,Matematika,2014
4965,2171,1,,,1999
4966,2171,4,Institut Pertanian Bogor,Ilmu Komputer,2003
4967,2171,5,Universitas Padjadjaran,Ilmu Komputer,2005
4968,2171,6,Telkom University,Matematika,2009
4969,2172,1,,,1994
4970,2172,4,Universitas Brawijaya,Teknik Industri,1998
4971,2172,5,Telkom University,Matematika,2000
4972,2173,1,,,2011
4973,2173,4,Institut Teknologi Bandung,Akuntansi,2015
4974,2174,1,,,1990
4975,2174,4,Universitas Negeri Jakarta,Statistika,1994
4976,2174,5,Universitas Padjadjaran,Teknik Industri,1996
4977,2175,1,,,2018
4978,2175,4,Universitas Sebelas Maret,Ilmu Komputer,2022
4979,2175,5,Universitas Airlangga,Ekonomi,2024
4980,2176,1,,,2001
4981,2176,4,Universitas Padjadjaran,Sistem Informasi,2005
4982,2176,5,Universitas Airlangga,Sistem Informasi,2007
4983,2177,1,,,2007
4984,2177,4,Universitas Negeri Jakarta,Ilmu Komputer,2011
4985,2178,1,,,2015
4986,2178,4,Universitas Hasanuddin,Ekonomi,2019
4987,2179,1,,,1983
4988,2179,4,Universitas Diponegoro,Sistem Informasi,1987
4989,2180,1,,,1993
4990,2180,4,Universitas Sriwijaya,Akuntansi,1997
4991,2180,5,BINUS University,Statistika,1999
4992,2181,1,,,1994
4993,2181,4,Universitas Hasanuddin,Ekonomi,1998
4994,2182,1,,,1997
4995,2182,4,Institut Teknologi Bandung,Manajemen,2001
4996,2182,5,Universitas Indonesia,Ekonomi,2003
4997,2183,1,,,2012
4998,2183,4,Universitas Sebelas Maret,Ekonomi,2016
4999,2184,1,,,2003
5000,2184,4,Universitas Negeri Jakarta,Ilmu Komputer,2007
5001,2184,5,Universitas Airlangga,Teknik Industri,2009
5002,2185,1,,,2018
5003,2185,2,Universitas Airlangga,Statistika,2021
5004,2186,1,,,1987
5005,2186,4,Universitas Airlangga,Teknik Industri,1991
5006,2186,5,Universitas Indonesia,Teknik Sipil,1993
5007,2187,1,,,1990
5008,2187,4,Institut Teknologi Bandung,Teknik Industri,1994
5009,2188,1,,,2010
5010,2188,4,Universitas Hasanuddin,Administrasi Publik,2014
5011,2189,1,,,1986
5012,2189,4,BINUS University,Administrasi Negara,1990
5013,2190,1,,,2007
5014,2190,4,Institut Teknologi Bandung,Manajemen,2011
5015,2191,1,,,2016
5016,2191,2,Institut Pertanian Bogor,Ilmu Komputer,2019
5017,2192,1,,,2006
5018,2192,4,Universitas Gadjah Mada,Manajemen,2010
5019,2192,5,Universitas Hasanuddin,Matematika,2012
5020,2193,1,,,2015
5021,2193,4,Universitas Negeri Jakarta,Teknik Sipil,2019
5022,2194,1,,,2005
5023,2194,4,Universitas Negeri Jakarta,Manajemen,2009
5024,2195,1,,,2007
5025,2195,4,Universitas Hasanuddin,Teknik Industri,2011
5026,2196,1,,,1992
5027,2196,4,BINUS University,Administrasi Publik,1996
5028,2197,1,,,2022
5029,2197,4,Universitas Gadjah Mada,Teknik Industri,2026
5030,2198,1,,,2002
5031,2198,4,Universitas Brawijaya,Ilmu Komputer,2006
5032,2199,1,,,2006
5033,2199,4,Universitas Indonesia,Teknik Sipil,2010
5034,2200,1,,,2021
5035,2200,4,Universitas Diponegoro,Administrasi Publik,2025
5036,2201,1,,,2019
5037,2201,4,Universitas Airlangga,Kesehatan Masyarakat,2023
5038,2202,1,,,1983
5039,2202,4,Universitas Gadjah Mada,Matematika,1987
5040,2203,1,,,2003
5041,2203,4,Telkom University,Teknik Industri,2007
5042,2204,1,,,2002
5043,2204,4,Universitas Negeri Yogyakarta,Hukum,2006
5044,2205,1,,,2021
5045,2205,4,Telkom University,Manajemen,2025
5046,2206,1,,,1986
5047,2206,4,Universitas Brawijaya,Teknik Informatika,1990
5048,2207,1,,,2011
5049,2207,4,Universitas Negeri Jakarta,Sistem Informasi,2015
5050,2207,5,Universitas Airlangga,Manajemen,2017
5051,2208,1,,,2004
5052,2208,2,Telkom University,Manajemen,2007
5053,2209,1,,,2001
5054,2209,4,Telkom University,Akuntansi,2005
5055,2209,5,Universitas Gadjah Mada,Administrasi Publik,2007
5056,2210,1,,,1985
5057,2210,4,Universitas Diponegoro,Statistika,1989
5058,2211,1,,,2007
5059,2211,4,Universitas Sebelas Maret,Sistem Informasi,2011
5060,2212,1,,,2007
5061,2212,4,Universitas Negeri Jakarta,Akuntansi,2011
5062,2212,5,Institut Teknologi Bandung,Hukum,2013
5063,2213,1,,,2018
5064,2213,4,Telkom University,Ilmu Komputer,2022
5065,2214,1,,,1983
5066,2214,4,Universitas Padjadjaran,Sistem Informasi,1987
5067,2215,1,,,2017
5068,2215,4,Telkom University,Ilmu Komputer,2021
5069,2216,1,,,1996
5070,2216,4,Institut Pertanian Bogor,Sistem Informasi,2000
5071,2216,5,Institut Pertanian Bogor,Kesehatan Masyarakat,2002
5072,2217,1,,,2012
5073,2217,4,Universitas Padjadjaran,Sistem Informasi,2016
5074,2218,1,,,1985
5075,2218,4,Universitas Padjadjaran,Manajemen,1989
5076,2218,5,Universitas Diponegoro,Ilmu Komputer,1991
5077,2218,6,BINUS University,Administrasi Publik,1995
5078,2219,1,,,2017
5079,2219,4,Universitas Negeri Yogyakarta,Kesehatan Masyarakat,2021
5080,2220,1,,,1992
5081,2220,4,Universitas Sebelas Maret,Ilmu Komputer,1996
5082,2221,1,,,1982
5083,2221,4,Universitas Sriwijaya,Ekonomi,1986
5084,2221,5,BINUS University,Manajemen,1988
5085,2222,1,,,2013
5086,2222,4,Telkom University,Akuntansi,2017
5087,2223,1,,,2017
5088,2223,4,Universitas Gadjah Mada,Teknik Industri,2021
5089,2223,5,Universitas Sebelas Maret,Ilmu Komputer,2023
5090,2224,1,,,2016
5212,2277,1,,,2018
5091,2224,4,Universitas Negeri Jakarta,Matematika,2020
5092,2225,1,,,1995
5093,2225,4,BINUS University,Administrasi Negara,1999
5094,2226,1,,,2001
5095,2226,4,Universitas Padjadjaran,Manajemen,2005
5096,2226,5,Universitas Airlangga,Akuntansi,2007
5097,2227,1,,,1984
5098,2227,4,Universitas Gadjah Mada,Teknik Sipil,1988
5099,2228,1,,,2018
5100,2228,4,Universitas Negeri Yogyakarta,Kesehatan Masyarakat,2022
5101,2228,5,Institut Teknologi Bandung,Manajemen,2024
5102,2229,1,,,2001
5103,2229,4,Universitas Negeri Jakarta,Ilmu Komputer,2005
5104,2230,1,,,2004
5105,2230,4,Universitas Padjadjaran,Kesehatan Masyarakat,2008
5106,2230,5,Universitas Brawijaya,Administrasi Negara,2010
5107,2231,1,,,2016
5108,2231,4,Telkom University,Administrasi Publik,2020
5109,2232,1,,,1986
5110,2232,4,BINUS University,Teknik Sipil,1990
5111,2233,1,,,1990
5112,2233,4,Universitas Negeri Yogyakarta,Matematika,1994
5113,2234,1,,,1995
5114,2234,4,Universitas Padjadjaran,Ekonomi,1999
5115,2234,5,Universitas Negeri Yogyakarta,Statistika,2001
5116,2235,1,,,2008
5117,2235,4,Universitas Airlangga,Statistika,2012
5118,2236,1,,,2013
5119,2236,4,Institut Teknologi Bandung,Sistem Informasi,2017
5120,2237,1,,,1984
5121,2237,4,Universitas Padjadjaran,Ekonomi,1988
5122,2238,1,,,1992
5123,2238,4,Telkom University,Teknik Sipil,1996
5124,2239,1,,,2000
5125,2239,4,Universitas Indonesia,Teknik Industri,2004
5126,2239,5,Universitas Negeri Jakarta,Ekonomi,2006
5127,2240,1,,,2022
5128,2240,4,Universitas Diponegoro,Teknik Informatika,2026
5129,2241,1,,,2004
5130,2241,4,Universitas Padjadjaran,Manajemen,2008
5131,2242,1,,,2014
5132,2242,4,Universitas Diponegoro,Kesehatan Masyarakat,2018
5133,2243,1,,,2014
5134,2243,4,Universitas Padjadjaran,Teknik Informatika,2018
5135,2244,1,,,2007
5136,2244,4,Universitas Negeri Jakarta,Hukum,2011
5137,2244,5,Universitas Negeri Jakarta,Statistika,2013
5138,2245,1,,,1996
5139,2245,4,Universitas Diponegoro,Hukum,2000
5140,2246,1,,,2000
5141,2246,4,Universitas Negeri Jakarta,Teknik Sipil,2004
5142,2246,5,Telkom University,Manajemen,2006
5143,2247,1,,,2007
5144,2247,4,Telkom University,Kesehatan Masyarakat,2011
5145,2248,1,,,1981
5146,2248,4,Telkom University,Manajemen,1985
5147,2248,5,Universitas Sriwijaya,Akuntansi,1987
5148,2249,1,,,2004
5149,2249,4,Universitas Negeri Jakarta,Manajemen,2008
5150,2250,1,,,2005
5151,2250,4,Universitas Negeri Jakarta,Ilmu Komputer,2009
5152,2251,1,,,1999
5153,2251,4,BINUS University,Teknik Industri,2003
5154,2252,1,,,2012
5155,2252,4,Institut Pertanian Bogor,Akuntansi,2016
5156,2252,5,Institut Pertanian Bogor,Ekonomi,2018
5157,2253,1,,,1990
5158,2253,4,Universitas Brawijaya,Akuntansi,1994
5159,2254,1,,,2003
5160,2254,4,Universitas Sriwijaya,Sistem Informasi,2007
5161,2255,1,,,2012
5162,2255,4,Universitas Padjadjaran,Sistem Informasi,2016
5163,2255,5,Universitas Sebelas Maret,Sistem Informasi,2018
5164,2256,1,,,2018
5165,2256,4,Universitas Airlangga,Ekonomi,2022
5166,2257,1,,,1988
5167,2257,4,Telkom University,Ilmu Komputer,1992
5168,2258,1,,,2011
5169,2258,4,Institut Pertanian Bogor,Teknik Informatika,2015
5170,2259,1,,,2011
5171,2259,4,Universitas Sebelas Maret,Ekonomi,2015
5172,2259,5,Universitas Indonesia,Administrasi Negara,2017
5173,2260,1,,,2006
5174,2260,4,Universitas Negeri Yogyakarta,Sistem Informasi,2010
5175,2261,1,,,2005
5176,2261,4,Universitas Brawijaya,Administrasi Negara,2009
5177,2262,1,,,1985
5178,2262,4,Universitas Airlangga,Teknik Industri,1989
5179,2262,5,Universitas Negeri Jakarta,Akuntansi,1991
5180,2263,1,,,2006
5181,2263,4,Universitas Sriwijaya,Statistika,2010
5182,2264,1,,,2010
5183,2264,4,Universitas Airlangga,Matematika,2014
5184,2264,5,Universitas Padjadjaran,Teknik Sipil,2016
5185,2265,1,,,1993
5186,2265,4,Universitas Brawijaya,Matematika,1997
5187,2266,1,,,2009
5188,2266,4,Universitas Indonesia,Administrasi Publik,2013
5189,2267,1,,,1997
5190,2267,4,Telkom University,Teknik Industri,2001
5191,2267,5,Universitas Airlangga,Administrasi Publik,2003
5192,2268,1,,,1992
5193,2268,4,Universitas Diponegoro,Administrasi Publik,1996
5194,2268,5,Telkom University,Teknik Informatika,1998
5195,2269,1,,,2002
5196,2269,4,Institut Pertanian Bogor,Teknik Informatika,2006
5197,2270,1,,,2018
5198,2270,4,Universitas Airlangga,Administrasi Publik,2022
5199,2271,1,,,2016
5200,2271,2,Universitas Negeri Yogyakarta,Ilmu Komputer,2019
5201,2272,1,,,2004
5202,2272,4,Universitas Brawijaya,Akuntansi,2008
5203,2272,5,Institut Pertanian Bogor,Hukum,2010
5204,2273,1,,,1988
5205,2273,4,Universitas Gadjah Mada,Teknik Industri,1992
5206,2274,1,,,2021
5207,2274,4,Universitas Indonesia,Manajemen,2025
5208,2275,1,,,2001
5209,2275,4,Universitas Indonesia,Kesehatan Masyarakat,2005
5210,2276,1,,,2017
5211,2276,4,Telkom University,Ilmu Komputer,2021
5213,2277,4,Universitas Indonesia,Administrasi Publik,2022
5214,2278,1,,,1982
5215,2278,4,Universitas Brawijaya,Manajemen,1986
5216,2278,5,Universitas Indonesia,Administrasi Negara,1988
5217,2279,1,,,1999
5218,2279,4,Universitas Gadjah Mada,Administrasi Negara,2003
5219,2279,5,Universitas Sebelas Maret,Administrasi Publik,2005
5220,2280,1,,,2005
5221,2280,4,Universitas Hasanuddin,Kesehatan Masyarakat,2009
5222,2281,1,,,1993
5223,2281,4,Universitas Negeri Yogyakarta,Sistem Informasi,1997
5224,2282,1,,,2012
5225,2282,4,Universitas Negeri Jakarta,Akuntansi,2016
5226,2282,5,Universitas Padjadjaran,Teknik Industri,2018
5227,2283,1,,,2006
5228,2283,4,Universitas Sebelas Maret,Manajemen,2010
5229,2284,1,,,2005
5230,2284,4,Universitas Indonesia,Kesehatan Masyarakat,2009
5231,2285,1,,,2016
5232,2285,4,Telkom University,Sistem Informasi,2020
5233,2286,1,,,1992
5234,2286,4,Universitas Sebelas Maret,Matematika,1996
5235,2287,1,,,1986
5236,2287,4,Universitas Hasanuddin,Matematika,1990
5237,2287,5,Universitas Hasanuddin,Manajemen,1992
5238,2288,1,,,1998
5239,2288,4,Universitas Padjadjaran,Akuntansi,2002
5240,2289,1,,,1985
5241,2289,4,Universitas Hasanuddin,Administrasi Negara,1989
5242,2289,5,Universitas Hasanuddin,Ekonomi,1991
5243,2290,1,,,2000
5244,2290,4,Universitas Diponegoro,Statistika,2004
5245,2291,1,,,1984
5246,2291,4,Telkom University,Teknik Industri,1988
5247,2291,5,Universitas Airlangga,Kesehatan Masyarakat,1990
5248,2291,6,Institut Pertanian Bogor,Manajemen,1994
5249,2292,1,,,2004
5250,2292,4,Universitas Hasanuddin,Sistem Informasi,2008
5251,2293,1,,,1998
5252,2293,4,Universitas Negeri Jakarta,Hukum,2002
5253,2294,1,,,1985
5254,2294,4,Universitas Indonesia,Ilmu Komputer,1989
5255,2295,1,,,1987
5256,2295,4,Universitas Brawijaya,Manajemen,1991
5257,2296,1,,,1986
5258,2296,4,Universitas Sebelas Maret,Administrasi Publik,1990
5259,2296,5,Universitas Negeri Yogyakarta,Matematika,1992
5260,2297,1,,,2007
5261,2297,4,Universitas Negeri Yogyakarta,Ilmu Komputer,2011
5262,2298,1,,,2020
5263,2298,4,Universitas Sriwijaya,Administrasi Negara,2024
5264,2299,1,,,2001
5265,2299,4,Institut Teknologi Bandung,Teknik Sipil,2005
5266,2299,5,Universitas Sriwijaya,Teknik Industri,2007
5267,2299,6,Universitas Sriwijaya,Ilmu Komputer,2011
5268,2300,1,,,2012
5269,2300,4,Universitas Indonesia,Teknik Sipil,2016
5270,2301,1,,,1994
5271,2301,4,Universitas Brawijaya,Teknik Informatika,1998
5272,2302,1,,,2003
5273,2302,4,Institut Teknologi Bandung,Statistika,2007
5274,2303,1,,,1983
5275,2303,4,Universitas Sebelas Maret,Statistika,1987
5276,2304,1,,,1999
5277,2304,4,Universitas Indonesia,Hukum,2003
5278,2304,5,Universitas Diponegoro,Akuntansi,2005
5279,2305,1,,,2021
5280,2305,2,Institut Pertanian Bogor,Administrasi Negara,2024
5281,2306,1,,,2019
5282,2306,4,Universitas Indonesia,Administrasi Negara,2023
5283,2307,1,,,2021
5284,2307,4,Telkom University,Teknik Industri,2025
5285,2308,1,,,2015
5286,2308,4,Universitas Padjadjaran,Matematika,2019
5287,2309,1,,,1995
5288,2309,4,Universitas Indonesia,Kesehatan Masyarakat,1999
5289,2309,5,Institut Teknologi Bandung,Teknik Sipil,2001
5290,2310,1,,,1999
5291,2310,4,BINUS University,Sistem Informasi,2003
5292,2311,1,,,2017
5293,2311,4,Institut Teknologi Bandung,Hukum,2021
5294,2312,1,,,2001
5295,2312,4,Telkom University,Ekonomi,2005
5296,2312,5,Universitas Padjadjaran,Administrasi Negara,2007
5297,2313,1,,,2011
5298,2313,4,Universitas Airlangga,Akuntansi,2015
5299,2314,1,,,2021
5300,2314,4,BINUS University,Teknik Industri,2025
5301,2315,1,,,1993
5302,2315,4,Universitas Negeri Yogyakarta,Ekonomi,1997
5303,2316,1,,,2005
5304,2316,4,Universitas Gadjah Mada,Administrasi Publik,2009
5305,2317,1,,,1987
5306,2317,4,Universitas Padjadjaran,Hukum,1991
5307,2318,1,,,1986
5308,2318,4,Telkom University,Sistem Informasi,1990
5309,2318,5,Institut Pertanian Bogor,Akuntansi,1992
5310,2319,1,,,2010
5311,2319,4,Universitas Sebelas Maret,Administrasi Publik,2014
5312,2320,1,,,2013
5313,2320,4,Universitas Indonesia,Administrasi Negara,2017
5314,2320,5,Universitas Diponegoro,Teknik Industri,2019
5315,2321,1,,,2007
5316,2321,2,Universitas Negeri Yogyakarta,Administrasi Negara,2010
5317,2322,1,,,1992
5318,2322,4,Institut Pertanian Bogor,Matematika,1996
5319,2323,1,,,1994
5320,2323,4,Universitas Negeri Jakarta,Hukum,1998
5321,2324,1,,,2002
5322,2324,4,Universitas Sriwijaya,Administrasi Publik,2006
5323,2324,5,BINUS University,Statistika,2008
5324,2325,1,,,1985
5325,2325,4,Universitas Negeri Yogyakarta,Ekonomi,1989
5326,2326,1,,,2001
5327,2326,4,Universitas Negeri Jakarta,Sistem Informasi,2005
5328,2327,1,,,1992
5329,2327,4,Universitas Negeri Jakarta,Administrasi Negara,1996
5330,2327,5,Universitas Sriwijaya,Sistem Informasi,1998
5331,2328,1,,,2015
5453,2381,1,,,1997
5332,2328,2,Universitas Gadjah Mada,Hukum,2018
5333,2329,1,,,2018
5334,2329,2,Institut Teknologi Bandung,Teknik Sipil,2021
5335,2330,1,,,1986
5336,2330,4,Universitas Sriwijaya,Hukum,1990
5337,2331,1,,,2014
5338,2331,2,Universitas Negeri Jakarta,Administrasi Negara,2017
5339,2332,1,,,2008
5340,2332,4,Institut Pertanian Bogor,Administrasi Negara,2012
5341,2333,1,,,1983
5342,2333,4,Universitas Sriwijaya,Akuntansi,1987
5343,2333,5,Institut Pertanian Bogor,Akuntansi,1989
5344,2334,1,,,1993
5345,2334,4,Telkom University,Teknik Sipil,1997
5346,2335,1,,,1986
5347,2335,4,Telkom University,Manajemen,1990
5348,2336,1,,,2002
5349,2336,4,BINUS University,Teknik Sipil,2006
5350,2337,1,,,2013
5351,2337,2,Institut Pertanian Bogor,Ekonomi,2016
5352,2338,1,,,1985
5353,2338,4,Universitas Padjadjaran,Statistika,1989
5354,2338,5,Universitas Indonesia,Teknik Sipil,1991
5355,2339,1,,,2017
5356,2339,4,Universitas Gadjah Mada,Teknik Informatika,2021
5357,2340,1,,,1995
5358,2340,4,Universitas Brawijaya,Manajemen,1999
5359,2341,1,,,2004
5360,2341,4,Universitas Negeri Yogyakarta,Administrasi Publik,2008
5361,2342,1,,,2020
5362,2342,4,Universitas Hasanuddin,Teknik Informatika,2024
5363,2343,1,,,2016
5364,2343,4,Universitas Gadjah Mada,Teknik Industri,2020
5365,2344,1,,,2018
5366,2344,4,BINUS University,Matematika,2022
5367,2344,5,Institut Pertanian Bogor,Matematika,2024
5368,2345,1,,,2000
5369,2345,4,Institut Pertanian Bogor,Administrasi Publik,2004
5370,2346,1,,,1986
5371,2346,4,Institut Pertanian Bogor,Ilmu Komputer,1990
5372,2346,5,Universitas Negeri Yogyakarta,Kesehatan Masyarakat,1992
5373,2347,1,,,2017
5374,2347,4,Universitas Negeri Jakarta,Manajemen,2021
5375,2348,1,,,2013
5376,2348,4,Universitas Hasanuddin,Kesehatan Masyarakat,2017
5377,2348,5,Universitas Airlangga,Administrasi Publik,2019
5378,2349,1,,,1998
5379,2349,4,Universitas Indonesia,Ekonomi,2002
5380,2349,5,Universitas Airlangga,Administrasi Publik,2004
5381,2350,1,,,1983
5382,2350,4,Universitas Diponegoro,Ilmu Komputer,1987
5383,2351,1,,,2009
5384,2351,4,Universitas Gadjah Mada,Sistem Informasi,2013
5385,2352,1,,,2009
5386,2352,4,Telkom University,Manajemen,2013
5387,2353,1,,,1984
5388,2353,4,Telkom University,Sistem Informasi,1988
5389,2354,1,,,2016
5390,2354,4,Universitas Indonesia,Sistem Informasi,2020
5391,2355,1,,,2012
5392,2355,4,BINUS University,Teknik Industri,2016
5393,2356,1,,,1998
5394,2356,4,BINUS University,Matematika,2002
5395,2356,5,Universitas Gadjah Mada,Manajemen,2004
5396,2357,1,,,2020
5397,2357,4,Universitas Diponegoro,Administrasi Negara,2024
5398,2358,1,,,2011
5399,2358,4,Universitas Negeri Jakarta,Teknik Industri,2015
5400,2358,5,Universitas Sriwijaya,Ilmu Komputer,2017
5401,2359,1,,,2019
5402,2359,4,Institut Pertanian Bogor,Sistem Informasi,2023
5403,2360,1,,,1993
5404,2360,4,Universitas Negeri Jakarta,Teknik Sipil,1997
5405,2361,1,,,1982
5406,2361,4,Universitas Diponegoro,Teknik Industri,1986
5407,2361,5,Universitas Brawijaya,Matematika,1988
5408,2362,1,,,2004
5409,2362,4,Universitas Brawijaya,Akuntansi,2008
5410,2363,1,,,1989
5411,2363,4,Universitas Sebelas Maret,Matematika,1993
5412,2363,5,Universitas Negeri Jakarta,Matematika,1995
5413,2363,6,Universitas Gadjah Mada,Matematika,1999
5414,2364,1,,,2020
5415,2364,4,Universitas Brawijaya,Ilmu Komputer,2024
5416,2365,1,,,1989
5417,2365,4,Universitas Padjadjaran,Teknik Industri,1993
5418,2366,1,,,2006
5419,2366,4,Universitas Gadjah Mada,Teknik Informatika,2010
5420,2367,1,,,2013
5421,2367,4,Universitas Brawijaya,Teknik Industri,2017
5422,2368,1,,,2010
5423,2368,2,Universitas Sebelas Maret,Administrasi Publik,2013
5424,2369,1,,,2016
5425,2369,4,Universitas Padjadjaran,Hukum,2020
5426,2369,5,Universitas Diponegoro,Ilmu Komputer,2022
5427,2370,1,,,1983
5428,2370,4,Universitas Hasanuddin,Kesehatan Masyarakat,1987
5429,2370,5,Institut Teknologi Bandung,Administrasi Negara,1989
5430,2371,1,,,2003
5431,2371,4,Institut Pertanian Bogor,Hukum,2007
5432,2372,1,,,2021
5433,2372,4,Universitas Hasanuddin,Statistika,2025
5434,2373,1,,,2022
5435,2373,4,Universitas Brawijaya,Kesehatan Masyarakat,2026
5436,2374,1,,,1996
5437,2374,4,Universitas Padjadjaran,Teknik Industri,2000
5438,2375,1,,,1991
5439,2375,4,Universitas Sebelas Maret,Teknik Informatika,1995
5440,2375,5,Universitas Hasanuddin,Statistika,1997
5441,2376,1,,,2011
5442,2376,4,Universitas Gadjah Mada,Akuntansi,2015
5443,2377,1,,,2013
5444,2377,4,Universitas Negeri Jakarta,Administrasi Negara,2017
5445,2377,5,Universitas Diponegoro,Ekonomi,2019
5446,2378,1,,,2007
5447,2378,2,Universitas Negeri Jakarta,Statistika,2010
5448,2379,1,,,1992
5449,2379,4,Universitas Negeri Yogyakarta,Teknik Sipil,1996
5450,2380,1,,,2016
5451,2380,4,Universitas Brawijaya,Kesehatan Masyarakat,2020
5452,2380,5,Universitas Negeri Jakarta,Statistika,2022
5454,2381,4,Institut Pertanian Bogor,Akuntansi,2001
5455,2381,5,Universitas Sebelas Maret,Manajemen,2003
5456,2382,1,,,2014
5457,2382,4,Universitas Hasanuddin,Administrasi Publik,2018
5458,2383,1,,,1996
5459,2383,4,Institut Teknologi Bandung,Teknik Sipil,2000
5460,2384,1,,,1999
5461,2384,4,Universitas Sebelas Maret,Ilmu Komputer,2003
5462,2385,1,,,2002
5463,2385,4,Universitas Indonesia,Akuntansi,2006
5464,2385,5,Universitas Gadjah Mada,Statistika,2008
5465,2386,1,,,2011
5466,2386,4,Universitas Padjadjaran,Teknik Industri,2015
5467,2387,1,,,1993
5468,2387,4,Telkom University,Manajemen,1997
